"","Response.ID","Comments"
"284","I7C49Jap","We can’t wait for this facility to be built and would happily join as members or use the pool 2-3 times per week per member of our household. We would love to have more amenities attached to it. Thank you for all the efforts to create this improved facility and space for our community."
"285","LRCK6YuE","As a parent of a teen and younger kid, I understand the need for additional recreational, childcare, and youth based activities. As a local medical provider I also understand the need for additional exercise and health based services. I highly support this effort and would use the services regularly."
"286","3RCKNTpX","This would be an awesome addition to our community."
"287","dWCYmhz1",""
"288","WskjkaCq","I think this would be an incredible benefit to our community, even better that Port Townsend. Also, the timing is perfect because the Habitat for Humanity and Sewer projects are both going to change the landscape and demographics here in the next few years. I love the vision of a more vibrant hub for families here."
"289","vXCiqPti","I would NOT send my daughter to a facility that I felt she wouldn't be safe at."
"290","8dCYTcnz","There's already an aquatic center is Port Townsend, a year ago Port Townsend tried to get a new pool out of Quilcene funds, that backfired. I'll give you credit for purposing this project in Port Hadlock, in the middle of the county, but with the economy isn't quite suitable for this project and the additional taxes that are to come with it."
"291","jRfNqlw7","Just fix the old pool. Only a fraction of Jefferson county residents would ever use the new pool, and even among those few who might want to use it, many won't be able to afford the entry fee. It's why I didn't use the old pool - entry fees for regular lap swimming are not affordable, and lap swim times were few and only offered at hours I couldn't go. Aquatic centers always cater most to kids and families, and rarely offer any programs or lap swims at days/times that are attractive to senior citizens. I for one oppose and  resent paying yet even higher taxes for a facility only a fraction of county residents will use. I already pay fees for a pool at Kala Point. I don't want to have to pay for another one. Instead of a new pool, why not fix all our potholes? Put more $ into senior services and affordable one-level senior housing, just to name a few ways the pool money would be much better spent."
"292","uCCKEfi4","Would like to see it built closer to port townsend"
"293","qrCKsEfc",""
"294","dNDTOQTW","We can’t afford this.  We have many higher priorities"
"295","x6Cibctn","This would be a huge boost for our family.  We currently go to Port Angeles to swim a couple times a month and to Bainbridge for the rock climbing wall.  Thank you for your efforts and we hope to see this project come to fruition!"
"296","b2fKtPbl","I've been driving to Sequim now twice a week for a number of years to swim. I've been hoping against hope to have a closer pool of similar size. I also do much of my shopping while there so unfortunately my money does not stay local (or at least local to Jefferson County). It's a shame that Sequim and Port Angeles are able to support a pool, and we seem unable to. I thought a decade ago it would happen. Perhaps now. Fingers crossed!"
"297","xyfP6Pa3","We are over due for a new facility. I encourage you to serve all ages with the design, from the inclusion of a splash pool, exercise pool, and lazy river. I think the Shore Pool is a terrific example. With a good facility that includes options for our full population, I believe attendance will be high.   While I am grateful for Mountain View pool, it has been challenging for me to provide positive aquatic experiences for my kiddo with its limited options and hours for kids. I am also an avid swimmer and spend most of my time open water swimming for the same reasons. A new facility could bring many more options!"
"298","4mEBpDHk","Check out Lopez Island’s new pool. They have managed to break ground and start building in less time than we have been arguing about it."
"299","cUC4sNLq","It's about time"
"300","ViEBJpCM","Crucial that a new facility be built. Will the existing facility be fixed, repurposed or torn down?"
"301","ObCKqxfZ","I think it is important to have amenities like this to attract young families to our community. It would be a partnership with the hospital to bring together people if all ages. Look at the overload of physical therapy needs that the hospital cannot accommodate.  I hope this becomes a reality for our community. Top notch state of the art. Could possibly be built in a way that could grow and expand over time to address costs. Would love a pool that was built in a way for open air when the weather is good in the summer."
"302","6tEBekan",""
"303","mcC4ddV5",""
"304","qFfUU75M","A slot of time daily for Elder water programs. Elder group exercise."
"305","EnCK85gB","Changing rooms and showers need to be SEX based for reasons of privacy and safeguarding. People who claim different identities can use the facilities that align with their SEX. This includes employees. No repeats of the Julie Jaman YMCA drama."
"306","FjB6Kyye",""
"307","RQC4EUti","I’d be super excited if there were a rock climbing area with tall walls (not just bouldering). I’d be excited about a cafe if it served local/organic/made from scratch healthy items. I’d love easy access to a hot tub/sauna. Would love low or no chlorine content. I’d support a tax for the facility regardless of my preferences as I know how important swimming is to many, and was also to me when I was young."
"308","iiCYxUgc","While I don’t see our current household using a splash park or indoor play area, so couldn’t check those boxes, when the children were young we would drive to Bainbridge or Sequim for their aquatic center. It’s a big need for children in this community."
"309","dOfu2yrG",""
"310","3CCKpd8f","Let's build and finish the new sewage system first, before we start other projects."
"311","WMfGIkt4",""
"312","01CioRx8",""
"313","64C4DN9F",""
"314","STC4vRb1","I prefer Chimicum Park location.  Library area is longer/slower to get to. I don't believe this facility needs to be ""state of the art"" design.  A big pool that lets multiple things happen at one time would be very useful.  I hope this works."
