"","Response.ID","IP.address","User.agent","Response.status","Survey.URL","Start.time","Completion.time","Time.taken","Collector","JeffCo.resident","City.area","Age","Under7","Age7_12","Age13_18","Age19_34","Age35_54","Age55_64","Age65_74","Age75_older","RateNewPoolImportance","Under7_Non.swimmer","Under7_Beginner","Under7_Intermediate","Under7_Advanced","Age7_12_Non.swimmer","Age7_12_Beginner","Age7_12_Intermediate","Age7_12_Advanced","Age13_18_Non.swimmer","Age13_18_Beginner","Age13_18_Intermediate","Age13_18_Advanced","Age19_34_Non.swimmer","Age19_34_Beginner","Age19_34_Intermediate","Age19_34_Advanced","Age35_54_Non.swimmer","Age35_54_Beginner","Age35_54_Intermediate","Age35_54_Advanced","Age55_64_Non.swimmer","Age55_64_Beginner","Age55_64_Intermediate","Age55_64_Advanced","Age65_74_Non.swimmer","Age65_74_Beginner","Age65_74_Intermediate","Age65_74_Advanced","Age75_older_Non.swimmer","Age75_older_Beginner","Age75_older_Intermediate","Age75_older_Advanced","UsedAquaticsPast2Years","WhichAquaticFacilities","FacilityUsageRate","AquaAmenities_LapSwimming","AquaAmenities_OpenSwim","AquaAmenities_YouthLessons","AquaAmenities_AdultLessons","AquaAmenities_CompetitiveSwim","AquaAmenities_LifeguardTrain","AquaAmenities_Aerobics","AquaAmenities_SyncroSwim","AquaAmenities_SportsLeagues","AquaAmenities_SafetyTrain","AquaAmenities_Therapeutic","AquaAmenities_PartyRental","AquaAmenities_ParentChild","AquaAmenities_Sauna","AquaAmenities_HotTub","AquaAmenities_PublicShower","AquaAmenities_OutdoorPool","AquaAmenities_SplashPark","AquaAmenities_UsageRate","RecAmenities_AfterschoolCamps","RecAmenities_Preschool","RecAmenities_Childcare","RecAmenities_Playgroups","RecAmenities_FitnessClass","RecAmenities_PhysTherapy","RecAmenities_EventSpace","RecAmenities_WellnessClass","RecAmenities_Kitchen","RecAmenities_Cafe","RecAmenities_Gym","RecAmenities_OutPickleball","RecAmenities_InPickleball","RecAmenities_RockClimb","RecAmenities_TeenFit","RecAmenities_TeenCenter","RecAmenities_UsageRate","TaxSupport"
"326","jrfDvrJl","24.113.161.207","Mozilla/5.0 (Android 14; Mobile; rv:134.0) Gecko/134.0 Firefox/134.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:55","2/2/2025 9:19","24 mins 47 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","65-74",NA,NA,NA,NA,NA,NA,2,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center,Sequim Y,Olympic Aquatic Center - Bremerton","Several times a month","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Not likely","Not likely","Somewhat likely","Very likely","Very likely","Not likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","More than once a week","Very likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","More than once a week","Yes"
"327","dUfZIY0r","24.113.173.98","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 [FBAN/FBIOS;FBAV/498.0.0.35.105;FBBV/691089697;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/18.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:55","2/2/2025 8:59","4 mins 4 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","55-64",NA,NA,NA,NA,NA,1,NA,NA,"Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","I don't know/need more information"
"328","pdB6y8rg","24.113.168.202","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:56","2/2/2025 9:03","7 mins 2 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","65-74",NA,NA,NA,NA,NA,NA,1,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"No","","Less than once a month","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","Yes"
"329","ZyCi7nrM","65.102.114.149","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.1 Safari/605.1.15","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 9:01","2/2/2025 9:06","5 mins 12 secs ","Pool Support and Amenities","Yes, I live here full-time","Chimacum","65-74",NA,NA,NA,NA,1,NA,1,NA,"No opinion/more information needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330","GLDTEVZA","24.113.147.72","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 9:11","2/2/2025 9:23","11 mins 13 secs ","Pool Support and Amenities","Yes, I live here part-time","Port Townsend (within city limits)","35-54",NA,NA,NA,NA,1,NA,NA,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Townsend Y/Mountain View Pool","More than once a week","Very likely","Very likely","","Very likely","","","Very likely","","Very likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Very likely","More than once a week","","","","","Very likely","Very likely","Very likely","Very likely","","Very likely","Somewhat likely","","","Very likely","Very likely","","More than once a week","Yes"
"331","sPB6STSB","216.122.12.227","Mozilla/5.0 (Linux; Android 14; SM-S918U Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6834.156 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/498.1.0.64.74;IABMV/1;]","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?fbclid=IwY2xjawIMht9leHRuA2FlbQIxMQABHdtleMNFBNQNVoN_LtbyZ3GPLTNjS1RPh4WjV2LmAewCrVBEq3bTPFroVQ_aem_-35oe3RKYuybSV8j6t0b5w&lang=en","2/2/2025 9:12","2/2/2025 9:17","4 mins 41 secs ","Pool Support and Amenities","Yes, I live here full-time","Brinnon","35-54",NA,NA,2,NA,1,NA,1,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Somewhat likely","Very likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Very likely","Somewhat likely","Very likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Several times a month","Very likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Very likely","Not likely","Not likely","Very likely","Very likely","Very likely","Several times a month","Yes"
"332","hPC44nak","24.113.163.226","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 9:43","2/2/2025 9:53","10 mins 20 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","75+",NA,NA,NA,NA,NA,1,NA,1,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Very likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Very likely","Not likely","Very likely","Somewhat likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Several times a month","Yes"
"333","f9kzmjhp","24.113.12.253","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 9:46","2/2/2025 9:50","4 mins 29 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","65-74",NA,NA,NA,NA,NA,NA,1,NA,"Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Somewhat likely","","","Somewhat likely","","Not likely","Very likely","Not likely","Not likely","Somewhat likely","Very likely","Not likely","Not likely","Very likely","Very likely","Very likely","Somewhat likely","Not likely","Several times a month","","","","","Very likely","Very likely","","","","Very likely","","","","","","","Several times a month","Yes"
"334","vYkZw2MT","107.115.213.10","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/132.0.6834.100 Mobile/15E148 Safari/604.1","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 9:47","2/2/2025 10:01","13 mins 23 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","18-34",2,1,NA,2,NA,NA,NA,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"335","NKB6EKgu","174.231.133.154","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 9:50","2/2/2025 10:00","10 mins 11 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","35-54",NA,NA,2,NA,2,NA,NA,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center,Sequim Y,Port Townsend Y/Mountain View Pool,Bainbridge Island,Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","Less than once a month","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Very likely","Very likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Less than once a month","Yes"
"336","VSEB34ee","24.113.171.48","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 10:16","2/2/2025 10:26","9 mins 51 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","55-64",NA,NA,NA,NA,NA,1,1,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center,Port Townsend Y/Mountain View Pool","More than once a week","Very likely","Very likely","","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Somewhat likely","Very likely","Somewhat likely","Not likely","Very likely","Not likely","Very likely","Not likely","Very likely","More than once a week","","","","","Very likely","Somewhat likely","Not likely","Very likely","Not likely","","Very likely","Very likely","Somewhat likely","Very likely","","","Several times a month","Yes"
"337","ijCYY1ug","189.143.61.73","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 [FBAN/FBIOS;FBAV/498.0.0.35.105;FBBV/691089697;FBDV/iPhone17,2;FBMD/iPhone;FBSN/iOS;FBSV/18.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?fbclid=IwZXh0bgNhZW0CMTEAAR0n-ww8Pxer4pu51gsLcE6kcz-gJqCiaFfktMKANBiGKKp_RSZtRcoBnCc_aem_0NlD0rhK0jnCCPhy1thmWg&lang=en","2/2/2025 10:20","2/2/2025 10:30","9 mins 58 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","55-64",NA,NA,NA,1,NA,2,NA,1,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Yes","Bainbridge Island","More than once a week","Very likely","","","","","","Very likely","","","","","","","Very likely","Very likely","Very likely","","","More than once a week","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Less than once a month","Yes"
"338","I4CKobXF","75.172.35.184","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 10:23","2/2/2025 10:28","5 mins 11 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","75+",NA,NA,NA,NA,NA,NA,1,1,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,"Yes","Other (Please specify) - Big Island, Hawaii","Less than once a month","Very likely","Very likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Very likely","Not likely","Not likely","Several times a month","Very likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Not likely","Not likely","Several times a month","Yes"
"339","mhEBNX9j","172.56.108.110","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 10:23","2/2/2025 10:31","8 mins 5 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","35-54",3,NA,NA,NA,2,NA,1,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Yes","Sequim Y,Port Townsend Y/Mountain View Pool","More than once a week","Very likely","Very likely","","","","","Very likely","","Somewhat likely","Somewhat likely","Somewhat likely","","Somewhat likely","Somewhat likely","Very likely","Very likely","","","More than once a week","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Very likely","Very likely","Very likely","Not likely","Not likely","More than once a week","Yes"
"340","uoCK6fST","24.113.160.180","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 10:25","2/2/2025 10:38","12 mins 46 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","35-54",NA,1,NA,NA,2,NA,NA,NA,"Very important",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center,Sequim Y,Silverdale Y,Port Townsend Y/Mountain View Pool,Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","More than once a week","Very likely","Very likely","Very likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Somewhat likely","Very likely","Not likely","Very likely","Not likely","Very likely","Very likely","Not likely","Somewhat likely","Very likely","More than once a week","Very likely","Not likely","Somewhat likely","Not likely","Very likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Somewhat likely","Somewhat likely","More than once a week","Yes"
"341","RqEB2REh","174.227.38.108","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 10:26","2/2/2025 10:34","8 mins 6 secs ","Pool Support and Amenities","Yes, I live here full-time","Quilcene","65-74",NA,NA,NA,NA,NA,NA,2,NA,"Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Very likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Very likely","Very likely","Very likely","Not likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Several times a month","Yes"
"342","QVEBS5ms","107.77.205.230","Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_10 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 10:31","2/2/2025 10:42","10 mins 57 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","75+",NA,NA,NA,NA,NA,NA,NA,1,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Yes","Sequim Y,Port Townsend Y/Mountain View Pool,North Kitsap Community Pool","More than once a week","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Very likely","Somewhat likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Not likely","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Several times a month","Yes"
"343","BhCi13eo","24.113.152.140","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 10:35","2/2/2025 10:40","5 mins 39 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","65-74",2,NA,NA,NA,NA,NA,NA,NA,"Very important",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - Cannon beach","Less than once a month","Somewhat likely","Very likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Not likely","Somewhat likely","Not likely","Very likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Several times a month","Yes"
"344","AKCi1Dzi","24.113.166.1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 [FBAN/FBIOS;FBAV/498.0.0.35.105;FBBV/691089697;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/18.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 10:35","2/2/2025 10:40","4 mins 39 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","35-54",NA,NA,NA,NA,2,NA,NA,NA,"Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Several times a month","No"
"345","OmEBkX7O","98.97.32.91","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 10:40","2/2/2025 10:43","3 mins 21 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","65-74",NA,NA,NA,1,1,NA,2,NA,"Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"No","","Less than once a month","Somewhat likely","Very likely","","","","","","","","","","Somewhat likely","","","Very likely","","Very likely","Very likely","Several times a month","","","","","","","Somewhat likely","","","Somewhat likely","Somewhat likely","","","","","","Several times a month","Yes"
"346","XufBnGgc","107.77.205.50","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?fbclid=IwY2xjawIMm7JleHRuA2FlbQIxMQABHfkC0kDp__Olh_PMLXX6jh841K-m5po0_cBy1fNAkxrGeygIWEUP2reYyw_aem_kX_wHKZCOlzYhQMra7gu2g&lang=en","2/2/2025 10:46","2/2/2025 10:58","12 mins 7 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","35-54",NA,NA,NA,NA,2,NA,NA,NA,"Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Silverdale Y,Bainbridge Island","Don't use an aquatic facility","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Not likely","","Somewhat likely","Not likely","Not likely","Very likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Not likely","Not likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Not likely","Not likely","More than once a week","Yes"
