Response.ID,Comments
jrfDvrJl,An aquatic center that supports other health and wellness activities is important for all ages. My children graduated from PTHS in 1994 and 1997. Going to the pool was an essential part of our family together time from their preschool through high school years. We are surrounded by water and I felt more secure knowing my children were excellent swimmers. Now that I'm old I appreciate opportunities to deny gravity while enjoying the pain-free movement of my joints in buoyancy of water. I would support added property tax in support of a Community Aquatic and Recreational Center. I support expansion of Countywide Transit Service to support equitable access. Thank you for this opportunity to share my support.
pdB6y8rg,"I am not a pool user really, but think this would be a great addition to the county. That is where most families live anyway."
GLDTEVZA,2 items.  -When all is done I believe the public would prefer the facility to be in Port Townsend city limits.  -teaching our population how to swim is the cheapest lifesaving insurance we will ever pay for.
hPC44nak,Early AM Adult LapSwimming Workouts. Mountain View Pool is a joke and an affront to any serious lap swimmer
VSEB34ee,I only answered for my household but I think there should be many classes and programs for the youth in Jefferson County.  That is more important to me than my individual needs.  Thank you!
ijCYY1ug,"Keep the focus on the pool without getting too spread out into other fitness needs.   Our household is mutli/generational and we’d use it for lap swimming, 70+ water aerobics, water fitness classes."
mhEBNX9j,I am very excited about the new aquatics center. I am also a climber and would be thrilled to have an indoor climbing gym (preferably rope gym). As a pediatric occupational therapist I’m also excited about job opportunities in the preschool setting or as an aquatic therapist.
uoCK6fST,"I hope we are able to this within the next two years! I am currently driving my child to Sequim for swim lessons, which is very challenging bc I work more than fulltime in port townsend. I would also be much more likely to maintain a family membership if there were gym amenities at the same location. Thank you!"
RqEB2REh,"Valuable but expensive stay focused on priority swimming then build out other desirables as funding allows over time. If membership fee too expensive will not be able to participate as on fixed income. Consider option style memberships, senior and low income rates for optimal levy acceptance"
QVEBS5ms,I’m in my 80s but feel that it’s critical for all ages from babies to elderly to have water training and exercise.
XufBnGgc,Broad use options are so important in a rural community.  Childcare options are also very important even if I would not use because I don’t have children
8JCiPILN,"I live in Port Townsend, but I think the new aquatic facility should most definitely be built in Port Hadlock, and whatever Jefferson county does with the new facility keep the Port Townsend city council OUT OF IT."
fyDTq6WS,"I would take my 6yo granddaughter to the new facilities at least 2x per week.  I would also have her task swim lessons. I would also use the pool at least 2x per week myself. You do not give us in this survey a way to indicate the actions we would take as caregivers and grandparents. I have nowhere to tell you this because she  does not belong to our 2 person “household” even though she is with me 7-8 hours a day.  E.g. I would take her to the pool at least 2x per week.  I have no way of telling you of this.  I also have no way of telling you there are things that definitely should be included, e.g. splash pool, pickleball, youth swim lessons etc., even though I personally could not participate in because of my advanced  age and severe osteoarthritis but that I think should be included.  Also, please do not forget to add a public lounge area with comfy chairs and couches where people old or young could just sit and enjoy talking or watching the other activities.  It is important to have a pool area much like the one in Port Angeles that is interesting, challenging and fun.  It is important that this building should be a permanent structure, not just a hot air bubble."
