IP.address,Number_of_Responses,Unique_User_Agents,Unique_Cities,Unique_Ages,Unique_Mobile_Devices,Unique_PC_Devices,Avg_Time_Between_Entries_Min,Median_Time_Between_Entries_Min,Entries_Under_10min_Apart,Pool_Importance_Prop,TaxSupport_Prop,Pool_Importance_Prop_NonRepeat,TaxSupport_Prop_NonRepeat,Flag_Further_Investigation,Reviewer_Notes,Mean_Time_Taken_Seconds,Time_Taken_Range_Seconds,Mean_Time_Taken_Seconds_NonRepeat,Time_Taken_Range_Seconds_NonRepeat,Avg_Questions_Answered,Avg_Questions_Answered_NonRepeat,Prop_Duplicate_Responses,Unique_Response_Ratio,Hour_of_Day_STD,All_Mobile_User_Agents
24.113.148.152,2,2,2,1,0,2,11780.0,11780.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,521.5,515-528,513.0216091954023,23-3481,21.5,45.900689655172414,0.0,1.0,2.83,False
24.113.148.164,2,2,1,1,1,1,11737.0,11737.0,0,"{'Somewhat important': 0.5, 'Not important': 0.5}","{'Yes': 0.5, 'No': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,443.5,276-611,513.0216091954023,23-3481,45.5,45.900689655172414,0.0,1.0,2.83,False
24.113.148.94,2,2,1,1,2,0,12657.0,12657.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,260.5,222-299,513.0216091954023,23-3481,57.0,45.900689655172414,0.0,1.0,3.54,True
24.113.149.129,2,2,1,1,1,1,42.0,42.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}","{'Yes': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,907.0,810-1004,513.0216091954023,23-3481,48.5,45.900689655172414,0.0,1.0,0.71,False
24.113.149.183,2,2,1,1,2,0,17433.0,17433.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,466.5,305-628,513.0216091954023,23-3481,50.5,45.900689655172414,0.0,1.0,2.12,True
24.113.149.193,2,2,1,1,1,1,22247.0,22247.0,0,{'Somewhat important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1588.0,358-2818,513.0216091954023,23-3481,35.0,45.900689655172414,0.0,1.0,7.78,False
24.113.150.152,2,1,2,1,0,1,2.0,2.0,1,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,475.0,382-568,513.0216091954023,23-3481,50.5,45.900689655172414,0.0,1.0,0.0,False
24.113.150.37,2,2,2,2,2,0,94.0,94.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,860.5,785-936,513.0216091954023,23-3481,49.5,45.900689655172414,0.0,1.0,0.71,True
24.113.150.47,2,1,2,1,1,0,1029.0,1029.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,391.5,312-471,513.0216091954023,23-3481,52.0,45.900689655172414,0.0,1.0,4.95,True
24.113.151.175,2,2,1,2,2,0,0.0,0.0,1,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,801.0,789-813,513.0216091954023,23-3481,27.5,45.900689655172414,0.0,1.0,0.0,True
24.113.151.247,2,2,2,1,2,0,27.0,27.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,360.5,330-391,513.0216091954023,23-3481,54.5,45.900689655172414,0.0,1.0,0.0,True
24.113.151.28,2,2,1,1,2,0,2671.0,2671.0,0,"{'Not important': 0.5, 'Very important': 0.5}","{'No': 0.5, ""I don't know/need more information"": 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,491.5,411-572,513.0216091954023,23-3481,20.0,45.900689655172414,0.0,1.0,2.12,True
24.113.151.32,2,2,1,1,1,1,14375.0,14375.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,1221.0,536-1906,513.0216091954023,23-3481,32.0,45.900689655172414,0.0,1.0,0.0,False
24.113.152.108,2,2,1,1,2,0,65058.0,65058.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,337.5,307-368,513.0216091954023,23-3481,53.0,45.900689655172414,0.0,1.0,2.83,True
24.113.152.131,2,1,1,1,1,0,4047.0,4047.0,0,"{'Very important': 0.5, 'Somewhat important': 0.5}",{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,840.5,453-1228,513.0216091954023,23-3481,50.5,45.900689655172414,0.0,1.0,2.83,True
24.113.152.192,2,2,1,1,1,1,381.0,381.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,953.5,574-1333,513.0216091954023,23-3481,40.5,45.900689655172414,0.0,1.0,4.24,False
24.113.152.217,2,2,1,1,2,0,2661.0,2661.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,227.5,224-231,513.0216091954023,23-3481,57.0,45.900689655172414,0.0,1.0,2.83,True
24.113.152.89,2,2,1,1,2,0,76813.0,76813.0,0,"{'Somewhat important': 0.5, 'Very important': 0.5}","{'I am not a Jefferson County voter': 0.5, 'Yes': 0.5}","{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,270.5,255-286,513.0216091954023,23-3481,51.5,45.900689655172414,0.0,1.0,11.31,True
24.113.153.168,2,2,1,1,2,0,28806.0,28806.0,0,{'Not important': 1.0},{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,231.5,159-304,513.0216091954023,23-3481,57.5,45.900689655172414,0.0,1.0,0.0,True
24.113.153.214,2,2,1,1,2,0,57463.0,57463.0,0,{'Very important': 1.0},{'Yes': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,439.5,346-533,513.0216091954023,23-3481,46.5,45.900689655172414,0.0,1.0,1.41,True
98.97.43.20,2,2,1,1,2,0,1.0,1.0,1,"{'Somewhat important': 0.5, 'Not important': 0.5}",{'No': 1.0},"{'Very important': 0.555, 'Not important': 0.214, 'Somewhat important': 0.202, 'No opinion/more information needed': 0.029}","{'Yes': 0.607, 'No': 0.266, ""I don't know/need more information"": 0.113, 'I am not a Jefferson County voter': 0.014}",False,,282.0,259-305,513.0216091954023,23-3481,51.5,45.900689655172414,0.0,1.0,0.0,True
