"","Response.ID","IP.address","User.agent","Response.status","Survey.URL","Start.time","Completion.time","Time.taken","Collector","JeffCo.resident","City.area","Age","Under7","Age7_12","Age13_18","Age19_34","Age35_54","Age55-64","Age65_74","Age75_older","RateNewPoolImportance","Under7_Non.swimmer","Under7_Beginner","Under7_Intermediate","Under7_Advanced","Age7_12_Non.swimmer","Age7_12_Beginner","Age7_12_Intermediate","Age7_12_Advanced","Age13_18_Non.swimmer","Age13_18_Beginner","Age13_18_Intermediate","Age13_18_Advanced","Age19_34_Non.swimmer","Age19_34_Beginner","Age19_34_Intermediate","Age19_34_Advanced","Age35_54_Non.swimmer","Age35_54_Beginner","Age35_54_Intermediate","Age35_54_Advanced","Age55-64_Non.swimmer","Age55-64_Beginner","Age55-64_Intermediate","Age55-64_Advanced","Age65_74_Non.swimmer","Age65_74_Beginner","Age65_74_Intermediate","Age65_74_Advanced","Age75_older_Non.swimmer","Age75_older_Beginner","Age75_older_Intermediate","Age75_older_Advanced","UsedAquaticsPast2Years","WhichAquaticFacilities","FacilityUsageRate","AquaAmenities_LapSwimming","AquaAmenities_OpenSwim","AquaAmenities_YouthLessons","AquaAmenities_AdultLessons","AquaAmenities_CompetitiveSwim","AquaAmenities_LifeguardTrain","AquaAmenities_Aerobics","AquaAmenities_SyncroSwim","AquaAmenities_SportsLeagues","AquaAmenities_SafetyTrain","AquaAmenities_Therapeutic","AquaAmenities_PartyRental","AquaAmenities_ParentChild","AquaAmenities_Sauna","AquaAmenities_HotTub","AquaAmenities_PublicShower","AquaAmenities_OutdoorPool","AquaAmenities_SplashPark","AquaAmenities_UsageRate","RecAmenities_AfterschoolCamps","RecAmenities_Preschool","RecAmenities_Childcare","RecAmenities_Playgroups","RecAmenities_FitnessClass","RecAmenities_PhysTherapy","RecAmenities_EventSpace","RecAmenities_WellnessClass","RecAmenities_Kitchen","RecAmenities_Cafe","RecAmenities_Gym","RecAmenities_OutPickleball","RecAmenities_InPickleball","RecAmenities_RockClimb","RecAmenities_TeenFit","RecAmenities_TeenCenter","RecAmenities_UsageRate","TaxSupport","Comments"
"308","iiCYxUgc","24.113.173.216","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/353.1.720279278 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 7:44","2/2/2025 8:04","19 mins 30 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","55-64","","","","1","","1","","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - While visiting family out of state","Less than once a month","Somewhat likely","Very likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Somewhat likely","Very likely","Somewhat likely","Not likely","Very likely","Very likely","Not likely","Not likely","Somewhat likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Several times a month","I don't know/need more information","While I don’t see our current household using a splash park or indoor play area, so couldn’t check those boxes, when the children were young we would drive to Bainbridge or Sequim for their aquatic center. It’s a big need for children in this community."
"309","dOfu2yrG","97.113.17.245","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 [FBAN/FBIOS;FBAV/498.0.0.35.105;FBBV/691089697;FBDV/iPhone13,4;FBMD/iPhone;FBSN/iOS;FBSV/18.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?fbclid=IwZXh0bgNhZW0CMTEAAR3LOm2LdfJw3vCuKoSmUnoXY0c0LYOvZbAO1dkk9iDgwyI3SegiR5YxO8I_aem_HlfXpaRzopfhpeLzICl5lw&lang=en","2/2/2025 7:46","2/2/2025 7:57","10 mins 34 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","65-74","3","","","","","","","","Very important",NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - In California","Less than once a month","Very likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Very likely","Very likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Not likely","Not likely","Not likely","Several times a month","Yes",""
"310","3CCKpd8f","24.113.170.61","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 7:51","2/2/2025 8:03","11 mins 44 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","75+","","","","","","","","2","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No","Let's build and finish the new sewage system first, before we start other projects."
"311","WMfGIkt4","172.56.107.44","Mozilla/5.0 (iPhone; CPU iPhone OS 18_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 7:52","2/2/2025 7:54","2 mins 35 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","75+","","","","","","","1","1","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"No","","Don't use an aquatic facility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"312","01CioRx8","24.113.144.210","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:05","2/2/2025 8:13","7 mins 38 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","75+","1","","","","","","","1","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"No","","Don't use an aquatic facility","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","No",""
"313","64C4DN9F","66.241.83.73","Mozilla/5.0 (Linux; Android 15; Pixel 6a Build/AP4A.250105.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/132.0.6834.156 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/498.1.0.64.74;IABMV/1;]","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:06","2/2/2025 8:11","5 mins 14 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","65-74","","","","1","","","1","","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","No",""
"314","STC4vRb1","24.113.155.215","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:13","2/2/2025 8:28","14 mins 49 secs ","Pool Support and Amenities","Yes, I live here full-time","Cape George","75+","","","","","","","","2","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Yes","Port Townsend Y/Mountain View Pool","Less than once a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Very likely","Very likely","Very likely","Somewhat likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Not likely","Not likely","Not likely","Several times a month","Yes","I prefer Chimicum Park location.  Library area is longer/slower to get to. I don't believe this facility needs to be ""state of the art"" design.  A big pool that lets multiple things happen at one time would be very useful.  I hope this works."
"315","7TfALlEQ","67.183.250.56","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:19","2/2/2025 8:26","7 mins ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","18-34","2","0","0","3","0","0","1","0","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center,Sequim Y,Port Townsend Y/Mountain View Pool,Oak Harbor Community Pool","Less than once a month","Very likely","Very likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Very likely","Not likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","More than once a week","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Very likely","More than once a week","I don't know/need more information",""
"316","8JDTatPf","98.97.32.98","Mozilla/5.0 (iPad; CPU OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 [FBAN/FBIOS;FBAV/498.0.0.35.105;FBBV/691089697;FBDV/iPad13,18;FBMD/iPad;FBSN/iPadOS;FBSV/18.1.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?fbclid=IwZXh0bgNhZW0CMTEAAR3HcP3zPYPjF0iNL43YkP2mq-FQl9isrKRjZoWZvLAiS-Fef9OFavv9BU0_aem_XAw2GJsev07Yv1MEB1kwSA&lang=en","2/2/2025 8:21","2/2/2025 8:25","3 mins 18 secs ","Pool Support and Amenities","Yes, I live here full-time","Quilcene","55-64","","","","2","","2","","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No",""
"317","EFC4uRCD","24.113.175.209","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:22","2/2/2025 8:31","9 mins 21 secs ","Pool Support and Amenities","Yes, I live here full-time","Kala Point","35-54","3","","","","","","","","Very important",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","Several times a month","Somewhat likely","Very likely","Very likely","Not likely","Very likely","Very likely","Very likely","Not likely","Not likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Several times a month","Somewhat likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","Several times a month","Yes","A public pool could help support special education/disabled students by offering therapeutic activities or inclusive swim team training.There are currently no adaptive PE classes offered at the Middle or High school now."
"318","tfCiCOSI","98.97.36.43","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:27","2/2/2025 8:33","5 mins 49 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","35-54","","2","","","2","","","","Very important",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center","Less than once a month","Not likely","Very likely","Very likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Not likely","Not likely","More than once a week","Very likely","Very likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Very likely","More than once a week","Yes","Thank you!!"
"319","PYEBqiwx","24.113.153.51","Mozilla/5.0 (iPad; CPU OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 [FBAN/FBIOS;FBAV/498.0.0.35.105;FBBV/691089697;FBDV/iPad11,6;FBMD/iPad;FBSN/iPadOS;FBSV/18.1.1;FBSS/2;FBID/tablet;FBLC/en_US;FBOP/5;FBRV/6","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?fbclid=IwZXh0bgNhZW0CMTEAAR193DU7tAFsFxULZmm82RJAOeoG7buxOIge4YbA09P8OETyzw5_NBxajig_aem_uZdmbAOKWyZf-8csKXcdFw&lang=en","2/2/2025 8:29","2/2/2025 8:38","8 mins 46 secs ","Pool Support and Amenities","Yes, I live here full-time","Cape George","75+","","","","","","","","2","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Yes","Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","Less than once a month","Not likely","Very likely","Very likely","Not likely","Somewhat likely","","","","","Very likely","","Very likely","","","","","","","Less than once a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Several times a month","Yes","I answered the questions about youth swim lessons because my grandkids live on Marrowstone and attend Chimacum Schools where I would hope swim lessons are integrated into the PE curriculum so all kids can swim by time they’re 7 or 8."
"320","9UB6iapB","24.113.158.200","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:30","2/2/2025 8:35","5 mins 13 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","65-74","","","","","","1","1","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"Yes","Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","Several times a month","Very likely","Very likely","","","","","","","","","","","","","","","","","Never","","","","","","","","","","","","Somewhat likely","Somewhat likely","","","","Less than once a month","Yes","thankful they moved it out of Port Townsend to a more central location.  Good."
"321","z5DTgRjO","24.113.131.133","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:31","2/2/2025 8:34","2 mins 20 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","55-64","","","","","1","1","","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","","","","","","","","","","","","","","","","","","","Never","","","","","","","","","","","","","","","","","Never","No","We are already being taxed out of our homes. This is an unnecessary expenditure that will further burden our aging population."
"322","k4CYWbbg","24.113.129.190","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 [FBAN/FBIOS;FBAV/498.0.0.35.105;FBBV/691089697;FBDV/iPhone13,2;FBMD/iPhone;FBSN/iOS;FBSV/18.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?fbclid=IwZXh0bgNhZW0CMTEAAR3PJKvpIV0AYy9HHodV16wD4uz-6G4KsvziCH9L2wh9cLxBQwYqQtIKzRc_aem_8fcN5Q3OXnzrVrzk67oZWA&lang=en","2/2/2025 8:34","2/2/2025 8:40","5 mins 43 secs ","Pool Support and Amenities","Yes, I live here full-time","Chimacum","35-54","","2","","1","2","","","","Very important",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Townsend Y/Mountain View Pool","Less than once a month","Very likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Very likely","Very likely","Very likely","Not likely","Very likely","Very likely","Not likely","Very likely","Very likely","More than once a week","Very likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Very likely","More than once a week","Yes","Please expedite this!  My kids are 11 and 12 and would benefit from a pool"
"323","NiDTqvPg","24.113.130.74","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:35","2/2/2025 8:38","3 mins 8 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","55-64","","","","","","2","","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Somewhat likely","Somewhat likely","","","","","Somewhat likely","","","","Somewhat likely","","","Somewhat likely","Somewhat likely","","Not likely","Not likely","","","","","","","","","","","","","","","","","","","",""
"324","K3C4qDN7","98.97.40.128","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/2/2025 8:43","2/2/2025 8:49","6 mins 13 secs ","Pool Support and Amenities","Yes, I live here full-time","Other (Please specify) - Oak Bay","35-54","0","0","2","","2","","1","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Very likely","Not likely","Very likely","Very likely","Not likely","Very likely","Very likely","Somewhat likely","Very likely","Very likely","More than once a week","Very likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Not likely","Very likely","Very likely","Very likely","More than once a week","Yes",""
